study_hours_per_week,attendance_percent,previous_score,sleep_hours,absences,parental_education,internet_access,extracurricular_activities,part_time_job,study_method,final_score,pass_fail,performance_category
7.8,74.3,51.8,5.2,7,High School,Yes,No,No,Tutoring,38.26,Fail,Poor
14.4,90.5,54.3,5.0,7,Masters,No,No,Yes,Group Study,59.49,Pass,Average
9.2,83.2,82.8,4.7,4,Bachelors,Yes,Yes,No,Self-study,76.47,Pass,Good
15.2,82.3,86.5,7.6,5,High School,Yes,No,No,Tutoring,67.61,Pass,Average
13.0,90.2,61.4,8.2,5,Masters,Yes,No,Yes,Online Courses,68.01,Pass,Average
4.4,78.4,65.7,9.1,3,Masters,Yes,No,No,Online Courses,56.04,Pass,Average
19.7,84.7,51.4,7.8,3,Bachelors,Yes,No,No,Tutoring,57.94,Pass,Average
21.0,78.8,82.6,8.2,6,High School,Yes,No,No,Self-study,80.47,Pass,Good
8.9,83.2,75.0,5.9,5,Bachelors,No,Yes,No,Online Courses,49.73,Pass,Below Average
10.1,73.0,94.1,5.2,8,Masters,Yes,No,No,Online Courses,71.99,Pass,Good
13.4,50.7,51.8,7.8,9,High School,Yes,No,No,Group Study,47.9,Pass,Below Average
13.7,78.4,59.3,7.2,9,High School,No,No,No,Tutoring,50.59,Pass,Average
15.3,97.1,68.5,6.8,3,Masters,Yes,No,Yes,Online Courses,80.16,Pass,Good
22.1,91.1,74.7,7.2,2,High School,Yes,No,Yes,Self-study,84.85,Pass,Good
11.1,91.6,61.8,7.1,7,Masters,Yes,Yes,No,Group Study,62.52,Pass,Average
8.0,94.8,51.9,8.4,2,Bachelors,Yes,Yes,No,Tutoring,54.63,Pass,Average
5.1,81.1,78.2,8.4,4,Bachelors,Yes,No,No,Self-study,45.34,Pass,Below Average
8.3,82.4,75.8,7.4,3,High School,No,Yes,No,Online Courses,68.17,Pass,Average
11.8,72.6,51.3,7.8,7,Masters,Yes,Yes,No,Tutoring,51.21,Pass,Average
21.0,76.2,85.3,7.4,4,Bachelors,Yes,No,No,Tutoring,81.23,Pass,Good
9.4,87.4,82.6,6.1,6,Bachelors,Yes,No,Yes,Self-study,52.85,Pass,Average
13.1,94.4,67.0,7.7,4,Bachelors,Yes,Yes,No,Tutoring,79.08,Pass,Good
11.9,78.3,66.2,4.9,6,Masters,Yes,No,No,Self-study,51.67,Pass,Average
17.9,74.6,73.3,8.1,9,PhD,Yes,No,No,Online Courses,60.7,Pass,Average
24.6,80.0,52.1,5.1,5,Bachelors,No,No,Yes,Group Study,52.2,Pass,Average
9.3,87.2,65.5,7.1,3,Bachelors,Yes,No,No,Self-study,55.55,Pass,Average
9.6,62.7,32.7,5.6,7,PhD,Yes,Yes,Yes,Group Study,40.37,Pass,Below Average
17.2,52.4,78.1,7.4,9,Bachelors,Yes,Yes,Yes,Tutoring,52.28,Pass,Average
15.4,73.4,41.6,6.7,6,High School,Yes,Yes,Yes,Self-study,47.82,Pass,Below Average
21.2,65.4,87.6,4.6,7,High School,Yes,No,No,Online Courses,59.64,Pass,Average
14.9,73.9,60.0,7.2,7,Masters,Yes,No,No,Self-study,53.9,Pass,Average
10.2,78.2,61.8,5.9,5,Bachelors,Yes,No,No,Self-study,48.81,Pass,Below Average
15.0,74.6,55.6,7.8,5,Bachelors,Yes,No,No,Self-study,70.65,Pass,Good
17.5,97.4,60.7,6.7,5,Bachelors,Yes,No,No,Group Study,70.16,Pass,Good
16.1,83.9,86.3,7.2,8,High School,Yes,No,No,Group Study,52.86,Pass,Average
14.5,83.6,27.7,5.5,7,Bachelors,Yes,Yes,No,Tutoring,44.28,Pass,Below Average
17.3,87.5,84.2,5.9,5,High School,Yes,Yes,Yes,Tutoring,65.8,Pass,Average
17.8,66.3,70.1,6.1,5,Bachelors,Yes,No,No,Tutoring,71.54,Pass,Good
18.9,92.5,46.9,7.8,5,Bachelors,Yes,Yes,No,Tutoring,73.59,Pass,Good
15.2,79.1,48.9,8.9,7,Bachelors,Yes,Yes,No,Self-study,52.39,Pass,Average
11.2,88.0,90.1,5.7,2,Masters,Yes,No,No,Group Study,87.15,Pass,Excellent
12.7,67.1,50.8,8.1,8,Masters,Yes,Yes,No,Group Study,52.55,Pass,Average
18.0,61.4,47.7,3.9,5,Masters,Yes,No,Yes,Group Study,52.68,Pass,Average
7.9,89.8,82.1,5.1,2,High School,Yes,Yes,No,Group Study,52.65,Pass,Average
13.8,84.5,70.1,5.5,5,High School,Yes,Yes,No,Tutoring,43.08,Pass,Below Average
10.0,69.2,50.9,4.9,7,Bachelors,Yes,Yes,No,Self-study,35.08,Fail,Poor
12.1,69.6,68.2,4.6,9,PhD,Yes,No,No,Group Study,32.25,Fail,Poor
18.4,93.5,49.6,7.2,2,Masters,No,Yes,No,Online Courses,78.97,Pass,Good
13.0,65.7,81.5,6.4,6,Masters,Yes,No,No,Self-study,61.3,Pass,Average
12.2,99.7,80.9,7.2,3,High School,Yes,No,No,Online Courses,62.85,Pass,Average
5.2,69.2,73.0,7.6,8,Bachelors,Yes,No,Yes,Self-study,47.3,Pass,Below Average
15.7,87.7,70.4,7.0,9,Bachelors,No,Yes,No,Self-study,62.15,Pass,Average
15.2,76.1,91.4,7.6,3,High School,Yes,No,No,Self-study,71.13,Pass,Good
22.8,87.2,65.0,6.6,5,High School,Yes,No,Yes,Online Courses,71.6,Pass,Good
10.5,73.5,47.3,5.2,4,PhD,No,No,No,Group Study,42.44,Pass,Below Average
13.1,78.0,71.7,8.1,4,High School,Yes,No,No,Group Study,53.01,Pass,Average
13.2,80.5,96.3,5.9,3,High School,Yes,Yes,No,Online Courses,73.44,Pass,Good
19.9,68.0,49.8,5.5,6,High School,Yes,No,Yes,Group Study,50.94,Pass,Average
11.5,88.9,59.6,6.5,4,PhD,Yes,Yes,No,Tutoring,65.76,Pass,Average
13.4,73.8,71.2,5.5,9,Bachelors,Yes,Yes,No,Group Study,71.72,Pass,Good
15.0,77.3,64.2,6.2,4,Bachelors,Yes,Yes,No,Tutoring,57.63,Pass,Average
12.9,68.1,50.3,7.1,7,Masters,Yes,No,No,Tutoring,44.45,Pass,Below Average
9.8,49.3,81.8,7.2,10,High School,Yes,No,Yes,Tutoring,41.88,Pass,Below Average
13.0,77.7,99.8,5.5,7,Bachelors,Yes,Yes,No,Online Courses,64.02,Pass,Average
17.4,100.0,67.9,6.1,7,High School,Yes,No,Yes,Group Study,65.58,Pass,Average
6.9,89.4,51.4,8.1,8,High School,Yes,Yes,Yes,Group Study,39.89,Fail,Poor
12.7,79.8,41.8,7.3,9,Masters,No,No,No,Online Courses,43.01,Pass,Below Average
8.5,76.8,68.9,9.4,6,Masters,Yes,Yes,No,Online Courses,74.08,Pass,Good
18.0,80.3,81.6,8.2,2,Bachelors,Yes,Yes,No,Group Study,71.75,Pass,Good
4.4,86.6,72.1,8.2,2,Bachelors,Yes,Yes,Yes,Online Courses,49.79,Pass,Below Average
9.2,65.8,65.0,4.9,6,Bachelors,Yes,Yes,No,Online Courses,55.72,Pass,Average
13.9,93.4,56.2,7.7,3,High School,Yes,No,No,Tutoring,53.37,Pass,Average
19.8,88.6,48.6,6.6,5,High School,Yes,Yes,No,Online Courses,56.77,Pass,Average
11.7,88.6,77.5,6.0,8,High School,Yes,No,No,Tutoring,63.01,Pass,Average
9.2,85.3,78.7,6.9,8,High School,Yes,Yes,No,Self-study,65.03,Pass,Average
21.4,80.2,41.8,7.9,9,Masters,Yes,No,No,Tutoring,69.75,Pass,Average
4.8,88.1,88.8,7.4,3,High School,Yes,No,Yes,Tutoring,50.12,Pass,Average
1.0,87.1,73.6,5.6,6,High School,Yes,Yes,No,Online Courses,52.31,Pass,Average
14.2,75.8,86.0,7.7,11,Bachelors,Yes,No,No,Group Study,60.59,Pass,Average
9.5,73.1,44.9,5.9,4,Masters,Yes,Yes,No,Self-study,44.43,Pass,Below Average
6.9,81.2,44.5,7.0,3,High School,Yes,No,No,Self-study,51.81,Pass,Average
15.5,98.6,62.8,6.3,1,High School,Yes,Yes,No,Self-study,63.56,Pass,Average
13.2,65.1,72.5,6.4,5,Bachelors,Yes,No,Yes,Group Study,52.31,Pass,Average
9.2,62.4,91.9,7.7,5,Masters,Yes,No,Yes,Self-study,56.9,Pass,Average
5.6,82.0,75.6,5.3,8,Bachelors,No,No,No,Self-study,39.07,Fail,Poor
16.4,80.6,61.4,9.2,4,Masters,Yes,No,Yes,Group Study,69.17,Pass,Average
15.3,82.1,49.6,4.3,8,PhD,Yes,No,No,Self-study,60.14,Pass,Average
11.5,82.9,83.5,5.9,11,Masters,No,Yes,No,Online Courses,45.34,Pass,Below Average
21.2,77.3,50.5,7.2,6,Bachelors,Yes,No,No,Online Courses,63.01,Pass,Average
6.6,97.9,89.4,7.5,1,Bachelors,Yes,No,No,Tutoring,65.03,Pass,Average
4.4,60.8,60.7,6.6,8,High School,Yes,Yes,No,Tutoring,44.76,Pass,Below Average
8.5,70.1,88.9,6.6,5,PhD,Yes,No,No,Tutoring,52.68,Pass,Average
11.8,78.8,75.2,7.2,9,Bachelors,Yes,Yes,Yes,Online Courses,53.83,Pass,Average
13.2,60.3,62.9,6.4,9,High School,Yes,No,No,Online Courses,46.96,Pass,Below Average
10.8,77.9,57.2,8.5,9,Bachelors,Yes,No,No,Online Courses,53.74,Pass,Average
13.8,99.9,59.9,7.8,5,High School,Yes,Yes,No,Tutoring,70.47,Pass,Good
5.7,80.3,71.4,7.8,7,Bachelors,Yes,No,Yes,Tutoring,39.04,Fail,Poor
19.2,82.8,66.2,5.4,9,Bachelors,Yes,Yes,No,Tutoring,75.82,Pass,Good
11.6,64.9,56.1,6.6,7,Bachelors,Yes,Yes,No,Tutoring,52.21,Pass,Average
17.6,72.6,62.5,6.3,6,Masters,Yes,Yes,No,Tutoring,71.68,Pass,Good
13.7,75.5,66.2,5.4,8,High School,Yes,No,No,Tutoring,57.23,Pass,Average
14.3,76.2,33.1,7.2,5,Bachelors,Yes,Yes,No,Online Courses,49.63,Pass,Below Average
14.8,95.4,71.9,6.0,6,Bachelors,Yes,Yes,No,Group Study,60.38,Pass,Average
14.2,86.7,50.3,7.6,5,Bachelors,Yes,No,Yes,Group Study,50.15,Pass,Average
15.2,66.7,47.7,5.3,9,Masters,Yes,Yes,No,Tutoring,60.65,Pass,Average
18.6,83.0,39.7,8.9,7,Bachelors,Yes,Yes,No,Group Study,70.13,Pass,Good
13.0,86.0,38.1,5.5,8,Bachelors,Yes,Yes,No,Group Study,46.16,Pass,Below Average
15.5,93.7,44.7,7.0,6,High School,Yes,Yes,No,Online Courses,38.56,Fail,Poor
11.6,99.0,54.4,7.7,4,PhD,Yes,No,Yes,Tutoring,61.34,Pass,Average
19.2,67.8,94.3,6.0,10,Bachelors,Yes,Yes,Yes,Tutoring,61.89,Pass,Average
8.6,70.3,57.1,7.8,6,Masters,Yes,No,No,Group Study,49.04,Pass,Below Average
21.0,64.9,67.7,5.1,6,High School,Yes,No,No,Tutoring,59.14,Pass,Average
11.8,77.2,71.0,8.6,6,High School,No,Yes,No,Tutoring,58.9,Pass,Average
4.8,85.6,67.0,6.7,7,Bachelors,Yes,Yes,No,Tutoring,60.62,Pass,Average
12.6,91.8,63.8,5.9,6,Masters,No,Yes,No,Tutoring,62.26,Pass,Average
8.6,79.1,47.1,6.3,4,Bachelors,No,No,No,Group Study,29.39,Fail,Poor
16.2,76.2,86.8,7.8,3,PhD,Yes,Yes,No,Self-study,73.96,Pass,Good
8.7,81.8,92.1,5.9,5,Bachelors,Yes,Yes,No,Group Study,80.53,Pass,Good
9.8,70.0,39.8,5.7,11,Bachelors,Yes,No,No,Online Courses,41.04,Pass,Below Average
2.6,100.0,49.6,6.4,7,High School,No,Yes,No,Self-study,44.3,Pass,Below Average
9.7,60.7,60.8,5.2,7,Masters,Yes,Yes,No,Self-study,49.45,Pass,Below Average
0.0,82.2,50.5,9.1,6,High School,No,No,No,Self-study,37.6,Fail,Poor
4.1,100.0,72.6,6.0,3,Masters,Yes,No,No,Group Study,45.8,Pass,Below Average
15.8,80.1,54.1,7.8,2,Masters,Yes,Yes,No,Online Courses,62.85,Pass,Average
15.9,77.7,97.5,7.0,6,PhD,Yes,No,No,Group Study,75.89,Pass,Good
14.1,75.7,82.9,5.4,7,Bachelors,Yes,Yes,Yes,Online Courses,67.28,Pass,Average
7.2,77.8,68.2,6.7,7,Bachelors,Yes,No,No,Group Study,52.13,Pass,Average
11.8,96.5,80.4,7.7,3,Masters,Yes,No,No,Group Study,62.38,Pass,Average
12.0,53.5,81.6,6.5,7,High School,Yes,No,No,Group Study,50.8,Pass,Average
6.2,98.4,56.5,8.3,4,Bachelors,Yes,No,Yes,Self-study,48.49,Pass,Below Average
19.5,62.9,52.8,8.0,11,High School,Yes,No,Yes,Group Study,36.95,Fail,Poor
16.4,76.8,66.2,7.9,2,Bachelors,Yes,No,Yes,Online Courses,53.82,Pass,Average
10.9,74.8,77.9,6.1,11,High School,Yes,No,No,Online Courses,55.43,Pass,Average
12.1,87.1,67.1,5.3,4,High School,Yes,Yes,Yes,Online Courses,62.0,Pass,Average
13.0,60.8,41.3,5.9,10,Bachelors,Yes,No,No,Self-study,42.72,Pass,Below Average
1.8,85.5,53.0,7.0,3,Bachelors,Yes,No,Yes,Group Study,46.11,Pass,Below Average
10.8,100.0,63.9,7.4,1,Bachelors,Yes,No,Yes,Group Study,65.26,Pass,Average
8.6,63.6,63.9,3.9,8,High School,Yes,Yes,Yes,Tutoring,36.25,Fail,Poor
7.0,82.3,94.6,6.7,7,Bachelors,Yes,No,Yes,Self-study,62.63,Pass,Average
10.6,72.1,44.2,6.9,3,High School,Yes,No,No,Online Courses,26.98,Fail,Poor
21.0,85.1,72.6,6.3,5,Bachelors,Yes,No,No,Online Courses,71.57,Pass,Good
15.2,80.2,87.3,8.4,6,Bachelors,Yes,No,No,Group Study,63.17,Pass,Average
9.1,72.3,99.1,7.2,5,Bachelors,Yes,Yes,Yes,Online Courses,68.96,Pass,Average
14.9,85.9,58.9,8.4,5,Masters,Yes,Yes,Yes,Group Study,61.41,Pass,Average
19.0,100.0,72.4,6.4,3,High School,Yes,Yes,No,Group Study,74.16,Pass,Good
16.6,77.7,73.5,7.9,4,Masters,No,Yes,No,Tutoring,54.33,Pass,Average
12.3,88.6,67.9,8.8,4,Bachelors,No,No,Yes,Self-study,62.27,Pass,Average
8.8,64.5,63.5,8.4,8,Bachelors,Yes,No,No,Group Study,52.7,Pass,Average
15.5,68.5,71.5,5.3,10,Bachelors,Yes,No,No,Group Study,58.28,Pass,Average
14.0,85.7,27.0,6.4,6,High School,Yes,No,Yes,Group Study,34.31,Fail,Poor
16.5,97.8,75.2,6.3,7,Bachelors,Yes,Yes,No,Tutoring,67.54,Pass,Average
15.2,84.3,66.9,7.3,6,Bachelors,Yes,Yes,Yes,Group Study,62.16,Pass,Average
17.2,76.2,61.7,7.6,6,High School,Yes,Yes,No,Self-study,54.51,Pass,Average
9.3,80.0,95.7,5.6,8,High School,Yes,Yes,Yes,Self-study,59.05,Pass,Average
18.6,65.0,54.9,6.8,8,High School,No,No,No,Online Courses,29.63,Fail,Poor
13.0,87.3,59.0,4.1,7,PhD,Yes,Yes,Yes,Self-study,53.17,Pass,Average
22.4,90.6,94.9,8.6,3,Bachelors,Yes,Yes,No,Online Courses,100.0,Pass,Excellent
8.6,74.6,52.5,6.0,8,High School,Yes,Yes,Yes,Self-study,41.95,Pass,Below Average
20.7,74.4,56.7,6.8,6,Bachelors,Yes,No,No,Online Courses,62.07,Pass,Average
13.0,83.2,62.8,6.3,4,Bachelors,Yes,No,No,Group Study,72.47,Pass,Good
8.7,74.8,77.6,8.2,6,Masters,Yes,No,No,Tutoring,44.23,Pass,Below Average
9.6,79.2,68.1,3.0,6,High School,Yes,Yes,No,Tutoring,42.94,Pass,Below Average
10.4,100.0,45.6,6.7,1,High School,Yes,No,No,Tutoring,52.8,Pass,Average
14.1,77.0,57.0,6.6,7,Masters,Yes,Yes,No,Group Study,64.48,Pass,Average
14.6,75.7,55.9,6.1,8,High School,Yes,No,Yes,Tutoring,51.15,Pass,Average
9.1,72.2,63.8,8.9,4,High School,Yes,No,No,Self-study,45.21,Pass,Below Average
11.9,88.9,71.4,5.5,3,PhD,Yes,No,Yes,Online Courses,69.23,Pass,Average
22.7,77.8,71.3,7.7,4,Bachelors,Yes,No,No,Group Study,68.79,Pass,Average
20.6,72.2,38.4,7.2,8,High School,Yes,Yes,Yes,Tutoring,55.38,Pass,Average
14.2,95.9,81.0,8.3,4,High School,Yes,No,No,Self-study,63.69,Pass,Average
12.2,97.0,68.8,5.8,4,High School,Yes,Yes,No,Self-study,62.46,Pass,Average
12.6,72.8,85.8,5.7,8,High School,Yes,No,No,Group Study,52.86,Pass,Average
15.1,57.6,71.7,8.1,10,Masters,Yes,Yes,No,Group Study,64.83,Pass,Average
6.9,92.1,81.5,7.3,6,Bachelors,Yes,Yes,Yes,Tutoring,56.56,Pass,Average
10.7,71.8,72.0,4.7,7,Masters,Yes,No,No,Online Courses,53.59,Pass,Average
3.7,89.5,85.2,6.0,3,Masters,Yes,No,Yes,Tutoring,60.73,Pass,Average
14.0,56.4,72.8,7.2,10,Bachelors,Yes,Yes,No,Tutoring,56.6,Pass,Average
15.2,90.7,63.5,7.8,3,High School,Yes,No,No,Group Study,69.59,Pass,Average
9.6,65.5,99.1,5.8,7,Bachelors,Yes,No,No,Tutoring,60.16,Pass,Average
19.9,88.8,78.3,3.0,5,Masters,Yes,Yes,Yes,Tutoring,65.1,Pass,Average
5.9,80.2,73.6,7.4,11,Masters,No,No,Yes,Online Courses,42.01,Pass,Below Average
4.7,68.6,45.9,5.1,6,High School,Yes,No,Yes,Self-study,28.42,Fail,Poor
13.1,75.1,45.7,4.1,6,Bachelors,No,No,Yes,Self-study,37.47,Fail,Poor
17.2,88.2,69.4,3.0,7,Bachelors,Yes,Yes,Yes,Online Courses,57.81,Pass,Average
20.4,81.3,67.2,7.8,3,Masters,Yes,Yes,No,Self-study,73.82,Pass,Good
9.7,87.0,55.8,6.9,7,High School,Yes,No,Yes,Tutoring,35.72,Fail,Poor
17.4,100.0,67.1,6.4,5,Bachelors,Yes,No,No,Online Courses,75.85,Pass,Good
11.8,61.2,88.8,8.5,10,Masters,Yes,No,No,Online Courses,61.63,Pass,Average
11.1,99.4,75.4,7.5,4,Bachelors,Yes,Yes,No,Group Study,78.02,Pass,Good
16.4,81.3,47.9,8.8,5,Bachelors,Yes,No,No,Self-study,59.51,Pass,Average
15.3,69.2,63.3,4.9,7,High School,Yes,No,No,Group Study,37.24,Fail,Poor
4.1,64.0,52.9,6.7,10,High School,No,Yes,No,Tutoring,26.68,Fail,Poor
19.4,77.7,59.2,4.6,5,High School,No,No,Yes,Online Courses,44.22,Pass,Below Average
18.9,91.1,58.8,6.4,4,PhD,Yes,No,No,Tutoring,76.51,Pass,Good
8.9,78.5,57.8,6.4,8,High School,Yes,Yes,No,Self-study,33.52,Fail,Poor
14.0,98.1,46.2,7.5,4,Bachelors,Yes,No,No,Group Study,62.13,Pass,Average
14.5,62.6,63.1,6.8,5,Bachelors,Yes,Yes,No,Self-study,57.69,Pass,Average
13.3,79.9,56.6,7.5,7,High School,Yes,No,No,Tutoring,48.12,Pass,Below Average
9.2,65.0,21.1,7.6,5,Bachelors,Yes,Yes,No,Group Study,37.09,Fail,Poor
8.6,84.4,95.8,9.5,6,Masters,Yes,Yes,Yes,Self-study,64.8,Pass,Average
11.9,90.6,81.3,6.3,6,Masters,No,No,No,Tutoring,57.73,Pass,Average
17.9,75.0,59.4,5.5,9,Bachelors,Yes,No,No,Self-study,53.24,Pass,Average
14.7,48.7,65.3,7.0,6,Bachelors,Yes,Yes,Yes,Online Courses,40.15,Pass,Below Average
10.1,82.4,47.4,5.7,6,High School,Yes,No,Yes,Group Study,45.32,Pass,Below Average
15.9,85.2,90.4,8.6,5,PhD,Yes,Yes,Yes,Group Study,71.52,Pass,Good
0.0,84.9,93.5,6.3,7,High School,Yes,Yes,No,Group Study,47.52,Pass,Below Average
17.7,94.8,67.4,6.0,4,Masters,Yes,Yes,Yes,Online Courses,81.03,Pass,Good
3.3,67.1,80.4,6.1,5,High School,Yes,No,No,Group Study,50.97,Pass,Average
10.2,88.2,67.6,7.6,6,PhD,No,Yes,No,Online Courses,48.42,Pass,Below Average
6.4,94.3,44.9,6.5,8,Masters,Yes,Yes,No,Group Study,47.68,Pass,Below Average
5.5,58.7,58.8,5.9,7,Masters,Yes,Yes,No,Self-study,43.79,Pass,Below Average
17.8,83.8,67.0,8.9,7,High School,Yes,Yes,No,Self-study,68.17,Pass,Average
9.7,73.9,58.2,5.6,6,Bachelors,Yes,No,No,Self-study,38.15,Fail,Poor
13.7,79.0,61.7,6.7,3,Bachelors,Yes,No,Yes,Self-study,62.06,Pass,Average
11.8,84.2,63.6,7.5,13,Masters,Yes,Yes,No,Online Courses,65.56,Pass,Average
14.4,74.2,63.8,4.6,7,High School,Yes,No,No,Tutoring,53.22,Pass,Average
12.4,71.9,65.8,7.3,9,PhD,No,No,No,Tutoring,62.05,Pass,Average
5.6,80.4,49.1,5.3,5,Masters,Yes,No,No,Self-study,49.1,Pass,Below Average
17.0,67.0,54.2,7.8,7,High School,Yes,No,Yes,Tutoring,49.33,Pass,Below Average
9.5,67.0,45.7,5.4,11,Masters,Yes,No,No,Tutoring,51.63,Pass,Average
4.2,88.2,79.7,7.6,6,Bachelors,Yes,Yes,Yes,Group Study,63.2,Pass,Average
9.9,66.2,33.4,8.1,5,Bachelors,Yes,No,No,Online Courses,35.18,Fail,Poor
19.5,88.0,82.3,7.8,8,High School,Yes,No,No,Self-study,75.33,Pass,Good
16.3,85.6,85.8,7.0,5,Bachelors,Yes,No,No,Tutoring,67.05,Pass,Average
10.3,59.3,60.5,6.4,5,Masters,Yes,No,Yes,Tutoring,46.62,Pass,Below Average
10.3,71.9,26.0,6.0,13,Bachelors,Yes,Yes,No,Self-study,39.37,Fail,Poor
10.4,94.3,59.6,8.6,6,Bachelors,Yes,No,No,Group Study,52.37,Pass,Average
22.4,68.2,64.0,5.8,5,Bachelors,Yes,No,Yes,Self-study,56.45,Pass,Average
13.9,74.4,49.8,5.4,6,Masters,Yes,Yes,No,Group Study,55.51,Pass,Average
14.2,85.5,57.3,7.6,3,High School,Yes,Yes,No,Tutoring,56.63,Pass,Average
17.2,89.4,88.0,5.7,3,Masters,Yes,No,No,Online Courses,78.26,Pass,Good
13.2,77.0,75.0,5.5,4,Bachelors,Yes,No,No,Group Study,65.16,Pass,Average
10.7,72.8,51.1,4.8,8,High School,Yes,No,No,Group Study,40.97,Pass,Below Average
11.0,97.1,41.0,6.1,5,High School,Yes,No,No,Self-study,52.33,Pass,Average
11.6,100.0,60.1,6.6,7,Bachelors,Yes,Yes,No,Tutoring,73.5,Pass,Good
11.8,91.7,61.8,7.0,6,Masters,Yes,Yes,No,Online Courses,68.06,Pass,Average
15.6,81.0,72.4,7.9,6,Bachelors,Yes,Yes,No,Self-study,68.46,Pass,Average
12.3,70.3,57.0,7.4,8,Masters,Yes,Yes,Yes,Self-study,43.56,Pass,Below Average
15.7,70.0,72.7,6.5,6,High School,Yes,Yes,Yes,Online Courses,57.39,Pass,Average
11.6,86.3,94.0,6.4,5,Bachelors,Yes,Yes,Yes,Tutoring,68.52,Pass,Average
12.4,85.0,77.2,7.4,5,PhD,Yes,No,No,Online Courses,78.29,Pass,Good
2.0,96.8,64.3,8.4,6,Masters,Yes,No,No,Self-study,58.08,Pass,Average
16.6,87.8,62.3,6.9,3,High School,Yes,Yes,No,Self-study,51.34,Pass,Average
13.7,62.0,59.6,6.1,8,Bachelors,Yes,Yes,Yes,Group Study,33.54,Fail,Poor
17.0,92.6,82.7,5.4,5,High School,Yes,Yes,No,Online Courses,75.22,Pass,Good
0.0,68.0,55.6,4.8,7,Bachelors,Yes,No,No,Online Courses,29.78,Fail,Poor
22.4,75.4,65.7,7.6,7,Masters,Yes,Yes,No,Online Courses,73.81,Pass,Good
11.3,83.0,65.8,7.5,4,Masters,No,Yes,No,Self-study,58.76,Pass,Average
17.5,100.0,57.5,7.5,6,High School,Yes,No,No,Tutoring,64.55,Pass,Average
6.8,100.0,44.4,6.5,3,PhD,Yes,No,Yes,Self-study,53.09,Pass,Average
15.1,87.3,69.8,8.5,4,Bachelors,No,Yes,Yes,Group Study,53.65,Pass,Average
6.7,77.8,64.1,6.1,3,Bachelors,Yes,Yes,Yes,Self-study,47.96,Pass,Below Average
8.9,86.4,72.5,7.9,4,Bachelors,Yes,Yes,No,Self-study,59.25,Pass,Average
21.6,90.7,57.0,6.6,4,Bachelors,Yes,No,No,Self-study,66.63,Pass,Average
11.0,76.2,83.3,5.9,5,Bachelors,Yes,No,No,Group Study,57.91,Pass,Average
13.1,100.0,51.8,7.5,5,Bachelors,Yes,Yes,No,Online Courses,63.27,Pass,Average
16.4,82.8,90.7,7.2,7,Bachelors,No,No,No,Tutoring,72.22,Pass,Good
14.5,86.0,38.8,7.2,10,High School,Yes,Yes,Yes,Tutoring,44.62,Pass,Below Average
12.8,88.0,71.5,6.8,7,Masters,Yes,Yes,Yes,Group Study,69.31,Pass,Average
13.8,85.1,72.1,6.7,4,Bachelors,Yes,Yes,No,Online Courses,76.4,Pass,Good
24.0,90.1,53.1,9.8,7,High School,Yes,No,No,Online Courses,75.48,Pass,Good
11.7,72.6,71.4,8.2,7,Masters,Yes,Yes,No,Group Study,65.22,Pass,Average
13.0,73.3,84.2,7.6,6,PhD,No,Yes,No,Self-study,66.01,Pass,Average
17.3,66.8,31.7,6.8,7,PhD,No,Yes,Yes,Online Courses,47.43,Pass,Below Average
17.5,85.3,72.5,8.0,11,Bachelors,Yes,Yes,No,Tutoring,69.18,Pass,Average
17.9,89.3,27.6,7.4,4,High School,No,No,No,Group Study,53.48,Pass,Average
15.2,85.5,50.5,6.7,5,Bachelors,Yes,Yes,Yes,Tutoring,59.37,Pass,Average
6.3,100.0,89.4,6.3,3,High School,Yes,Yes,No,Self-study,64.13,Pass,Average
20.2,79.9,56.3,6.6,9,PhD,Yes,No,No,Group Study,71.54,Pass,Good
6.3,88.0,47.4,3.0,5,High School,Yes,No,Yes,Tutoring,36.35,Fail,Poor
13.5,66.9,62.0,7.0,8,High School,Yes,No,Yes,Tutoring,43.08,Pass,Below Average
8.2,75.4,96.0,6.1,6,Bachelors,Yes,No,No,Self-study,57.76,Pass,Average
11.7,88.3,37.5,8.8,4,Bachelors,Yes,Yes,No,Group Study,57.2,Pass,Average
13.6,90.2,49.2,6.7,2,Masters,Yes,No,No,Online Courses,68.31,Pass,Average
13.6,76.5,87.5,5.2,6,Bachelors,Yes,No,No,Online Courses,68.89,Pass,Average
14.1,79.1,92.9,6.6,3,High School,No,Yes,No,Tutoring,64.64,Pass,Average
20.1,61.8,63.4,5.3,7,High School,Yes,No,Yes,Self-study,51.29,Pass,Average
14.3,75.7,46.4,7.3,10,Bachelors,Yes,Yes,No,Tutoring,60.69,Pass,Average
10.8,90.7,96.4,7.1,4,High School,Yes,No,No,Self-study,67.74,Pass,Average
16.8,86.9,88.9,7.9,7,Bachelors,Yes,No,No,Online Courses,66.49,Pass,Average
17.9,86.0,75.2,5.7,6,Bachelors,Yes,No,No,Tutoring,76.47,Pass,Good
5.9,80.6,52.8,6.7,9,Masters,Yes,No,No,Tutoring,44.13,Pass,Below Average
15.0,80.1,64.3,4.9,5,PhD,Yes,No,Yes,Self-study,53.16,Pass,Average
15.5,72.1,62.6,7.6,6,Masters,Yes,Yes,No,Group Study,49.57,Pass,Below Average
10.5,88.4,70.0,7.4,10,PhD,Yes,Yes,No,Self-study,69.79,Pass,Average
18.9,85.1,86.8,7.3,4,High School,Yes,Yes,Yes,Group Study,57.95,Pass,Average
